;Aporte;AportePred;AporteMediaMovilQ;AporteMediaMovilS;AporteMediaMovilA;AportePredMediaMovilQ;AportePredMediaMovilS;AportePredMediaMovilA;Empresa
2018-08-01;3123402308.0;0;;;;;;;Emp3
2018-09-01;64294187475.0;2108637451;;;;;;;Emp3
2018-10-01;18536252207.0;34384332898;28651280663.0;;;12164323450.0;;;Emp3
2018-11-01;58290537999.0;11764651810;47040325894.0;;;16085874053.0;;;Emp3
2018-12-01;86383127405.0;47767357918;54403305870.0;;;31305447542.0;;;Emp3
2019-01-01;52820385752.0;38705474842;65831350385.0;47241315524.0;;32745828190.0;22455075820.0;;Emp3
2019-02-01;19632118177.0;46368204429;52945210445.0;49992768169.0;;44280345730.0;30183109891.0;;Emp3
2019-03-01;28248589455.0;28956497391;33567031128.0;43985168499.0;;38010058887.0;34657753215.0;;Emp3
2019-04-01;90944527817.0;43953675204;46275078483.0;56053214434.0;;39759459008.0;36252643599.0;;Emp3
2019-05-01;30670674234.0;52921185840;49954597169.0;51449903807.0;;41943786145.0;43112065937.0;;Emp3
2019-06-01;10518356313.0;30268669330;44044519455.0;38805775291.0;;42381176791.0;40195617839.0;;Emp3
2019-07-01;21153672440.0;41106711914;20780900996.0;33527989739.0;40384652632.0;41432189028.0;40595824018.0;31525449919.0;Emp3
2019-08-01;40018960024.0;29887045686;23896996259.0;36925796714.0;43459282442.0;33754142310.0;37848964228.0;34016037059.0;Emp3
2019-09-01;128590000000.0;44924634718;63254210821.0;53649365138.0;48817266819.0;38639464106.0;40510320449.0;37584036832.0;Emp3
2019-10-01;35329318677.0;65862878981;67979426234.0;44380163615.0;50216689024.0;46891519795.0;44161854412.0;40207249005.0;Emp3
2019-11-01;47696439067.0;23594588763;70538585915.0;47217791087.0;49333847447.0;44794034154.0;39274088232.0;41193077085.0;Emp3
2019-12-01;104359000000.0;66997936725;62461585915.0;62857898368.0;50831836830.0;52151801490.0;45395632798.0;42795625319.0;Emp3
2020-01-01;72789017730.0;48312652913;74948152266.0;71463789250.0;52495889494.0;46301726134.0;46596622964.0;43596223491.0;Emp3
2020-02-01;13359047284.0;62183412934;63502355005.0;67020470460.0;51973133587.0;59164667524.0;51979350839.0;44914157533.0;Emp3
2020-03-01;19166496175.0;28663572562;35104853730.0;48783219822.0;51216292480.0;46386546136.0;49269173813.0;44889747131.0;Emp3
2020-04-01;58973074860.0;57477638201;30499539440.0;52723845853.0;48552004734.0;49441541232.0;47871633683.0;46016744047.0;Emp3
2020-05-01;93711807530.0;41305737975;57283792855.0;60393073930.0;53805432508.0;42482316246.0;50823491885.0;45048790058.0;Emp3
2020-06-01;107471000000.0;72287979781;86718627463.0;60911740596.0;61884819482.0;57023785319.0;51705165728.0;48550399263.0;Emp3
2020-07-01;51476760517.0;54352433569;84219856016.0;57359697728.0;64411743489.0;55982050442.0;52711795837.0;49654209401.0;Emp3
2020-08-01;113798000000.0;57021106624;90915253506.0;74099523180.0;70559996820.0;61220506658.0;51851411452.0;51915381146.0;Emp3
2020-09-01;98551421828.0;78513082046;87942060782.0;87330344122.0;68056781972.0;63295540746.0;60159663033.0;54714418423.0;Emp3
2020-10-01;28058749392.0;59540350512;80136057073.0;82177956544.0;67450901199.0;65024846394.0;60503448418.0;54187541050.0;Emp3
2020-11-01;70149791406.0;54817528761;65586654209.0;78250953857.0;69322013894.0;64290320440.0;62755413549.0;56789452717.0;Emp3
2020-12-01;19316629982.0;71254743529;39175056927.0;63558558854.0;62235149725.0;61870874267.0;62583207507.0;57144186617.0;Emp3
2021-01-01;55363108012.0;36197108495;48276509800.0;64206283437.0;60782990582.0;54089793595.0;59557319994.0;56134557916.0;Emp3
2021-02-01;56549215861.0;78798236812;43742984618.0;54664819414.0;64382171297.0;62083362945.0;63186841692.0;57519126572.0;Emp3
2021-03-01;23124793752.0;37586197396;45012372542.0;42093714734.0;64712029428.0;50860514234.0;56365694251.0;58262678642.0;Emp3
2021-04-01;86802829167.0;63884839388;55492279593.0;51884394697.0;67031175621.0;60089757865.0;57089775730.0;58796612074.0;Emp3
2021-05-01;53967559360.0;59284176438;54631727426.0;49187356022.0;63719154940.0;53585071074.0;57834217010.0;60294815279.0;Emp3
2021-06-01;89071672651.0;54792496625;76614020393.0;60813196467.0;62185877661.0;59320504150.0;55090509192.0;58836858350.0;Emp3
2021-07-01;21138581597.0;72803040298;54725937869.0;55109108731.0;59657696084.0;62293237787.0;61191497826.0;60374408910.0;Emp3
2021-08-01;8111654655.0;32113873929;39440636301.0;47036181864.0;50850500639.0;53236470284.0;53410770679.0;58298806186.0;Emp3
2021-09-01;49927140572.0;61147070609;26392458941.0;51503239667.0;46798477201.0;55354661612.0;57337582881.0;56851638566.0;Emp3
2021-10-01;107014000000.0;43285244088;55017598409.0;54871768139.0;53378081418.0;45515396209.0;53904316998.0;55497046364.0;Emp3
2021-11-01;273264000000.0;83427857422;143401713524.0;91421174912.0;70304265467.0;62620057373.0;57928263828.0;57881240419.0;Emp3
2021-12-01;190521000000.0;119095758189;190266333333.0;108329396137.0;84571296302.0;81936286566.0;68645474089.0;61867991641.0;Emp3
2022-01-01;83721146268.0;79828646190;182502048756.0;118759823582.0;86934466157.0;94117420600.0;69816408404.0;65503953115.0;Emp3
2022-02-01;69297783916.0;90131149947;114513310061.0;128957511793.0;87996846828.0;96351851442.0;79485954408.0;66448362543.0;Emp3
2022-03-01;57742181801.0;74002561245;70253703995.0;130260018664.0;90881629166.0;81320785794.0;81628536180.0;69483059531.0;Emp3
2022-04-01;3818187669.0;82886268360;43619384462.0;113060716609.0;83966242374.0;82339993184.0;88228706892.0;71066511945.0;Emp3
2022-05-01;35446676017.0;48757715727;32335681829.0;73424495945.0;82422835429.0;68548848444.0;82450349943.0;70189306886.0;Emp3
2022-06-01;346634000000.0;84500632270;128632954562.0;99443329278.0;103886362708.0;72048205452.0;76684495623.0;72664984856.0;Emp3
2022-07-01;73081535977.0;171188917567;151720737331.0;97670060897.0;108214942240.0;101482421855.0;91911207519.0;80863807962.0;Emp3
2022-08-01;87228092478.0;11842563292;168981209485.0;100658445657.0;114807978725.0;89177371043.0;78863109744.0;79174532076.0;Emp3
2022-09-01;224283000000.0;170244100607;128197542818.0;128415248690.0;129337633677.0;117758527155.0;94903366304.0;88265951242.0;Emp3
2022-10-01;75998455293.0;70719146120;129169849257.0;140445293294.0;126753004952.0;84268603340.0;92875512597.0;90552109745.0;Emp3
2022-11-01;142634000000.0;124982342757;147638485098.0;158309847291.0;115867171618.0;121981863161.0;105579617102.0;94014983523.0;Emp3
2022-12-01;120431000000.0;95463045217;113021151764.0;120609347291.0;110026338285.0;97054844698.0;107406685927.0;92045590775.0;Emp3
2023-01-01;95406918593.0;120735721696;119490639531.0;124330244394.0;111000152645.0;113727036557.0;98997819948.0;95454513734.0;Emp3
2023-02-01;100044000000.0;87848080994;105293972864.0;126466228981.0;113562337319.0;101348949302.0;111665406232.0;95264257988.0;Emp3
2023-03-01;47648647904.0;120430864670;81033188832.0;97027170298.0;112721209494.0;109671555787.0;103363200242.0;99133283273.0;Emp3
2023-04-01;40454398518.0;66379767449;62715682141.0;91103160836.0;115774227065.0;91552904371.0;102639970464.0;97757741530.0;Emp3
2023-05-01;17221280876.0;108613238781;35108109099.0;70201040982.0;114255444137.0;98474623633.0;99911786468.0;102745701785.0;Emp3
2023-06-01;10541746839.0;49782038172;22739142078.0;51886165455.0;86247756373.0;74925014801.0;92298285294.0;99852485610.0;Emp3
2023-07-01;134983000000.0;94180818617;54248675905.0;58482179023.0;91406211708.0;84192031857.0;87872468114.0;93435144031.0;Emp3
2023-08-01;104669000000.0;91369850762;83397915613.0;59253012356.0;92859620669.0;78444235850.0;88459429742.0;100062417987.0;Emp3
2023-09-01;121931000000.0;88815556304;120527666667.0;71633404372.0;84330287335.0;91455408561.0;83190211681.0;93276705962.0;Emp3
2023-10-01;10183699349.0;100870277685;78927899783.0;66588287844.0;78845724340.0;93685228250.0;88938630054.0;95789300259.0;Emp3
2023-11-01;;220807491126;;;;136831108372.0;107637672111.0;103774729289.0;Emp3
2023-12-01;;225203063022;;;;182293610611.0;136874509586.0;114586397440.0;Emp3
2024-01-01;;95666036104;;;;180558863417.0;137122045834.0;112497256974.0;Emp3
2024-02-01;;105126495468;;;;141998531531.0;139414819952.0;113937124847.0;Emp3
2024-03-01;;75095928561;;;;91962820044.0;137128215328.0;110159213504.0;Emp3
2024-04-01;;35786763499;;;;72003062509.0;126280962963.0;107609796508.0;Emp3
2024-05-01;;53792836387;;;;54891842816.0;98445187174.0;103041429642.0;Emp3
2024-06-01;;303630023853;;;;131069874580.0;111516347312.0;124195428449.0;Emp3
2024-07-01;;107951279478;;;;155124713239.0;113563887874.0;125342966854.0;Emp3
2024-08-01;;113700731590;;;;175094011640.0;114992927228.0;127203873590.0;Emp3
2024-09-01;;226892483827;;;;149514831632.0;140292353106.0;138710284217.0;Emp3
2024-10-01;;85928627888;;;;142173947768.0;148649330504.0;137465146734.0;Emp3
2024-11-01;;180954005979;;;;164591705898.0;169842858769.0;134144022971.0;Emp3
2024-12-01;;164032857241;;;;143638497036.0;146576664334.0;129046505823.0;Emp3
2025-01-01;;118349171179;;;;154445344800.0;148309646284.0;130936767079.0;Emp3
2025-02-01;;123946444101;;;;135442824174.0;150017265036.0;132505096132.0;Emp3
2025-03-01;;75965173622;;;;106086929634.0;124862713335.0;132577533220.0;Emp3
2025-04-01;;62428972299;;;;87446863341.0;120946104070.0;134797717287.0;Emp3
2025-05-01;;47341155791;;;;61911767237.0;98677295706.0;134260077237.0;Emp3
2025-06-01;;91334055747;;;;67034727946.0;86560828790.0;116568746562.0;Emp3
2025-07-01;;152539040437;;;;97071417325.0;92259140333.0;120284393308.0;Emp3
2025-08-01;;129349098968;;;;124407398384.0;93159582811.0;121588423923.0;Emp3
2025-09-01;;165560836264;;;;149149658556.0;108092193251.0;116477453293.0;Emp3
2025-10-01;;48042181685;;;;114317372306.0;105694394815.0;113320249443.0;Emp3
2025-11-01;;235830827234;;;;149811281728.0;137109340056.0;117893317881.0;Emp3
2025-12-01;;236015538210;;;;173296182376.0;161222920466.0;123891874628.0;Emp3
2026-01-01;;123042761517;;;;198296375654.0;156306873980.0;124283007156.0;Emp3
2026-02-01;;131740095895;;;;163599465207.0;156705373468.0;124932478139.0;Emp3
2026-03-01;;98163574175;;;;117648810529.0;145472496453.0;126782344852.0;Emp3
2026-04-01;;63945560070;;;;97949743380.0;148123059517.0;126908727166.0;Emp3
2026-05-01;;75414318351;;;;79174484199.0;121386974703.0;129248157379.0;Emp3
2026-06-01;;284589353130;;;;141316410517.0;129482610523.0;145352765495.0;Emp3
2026-07-01;;139655011574;;;;166552894352.0;132251318866.0;144279096423.0;Emp3
2026-08-01;;139687821997;;;;187977395567.0;133575939883.0;145140656675.0;Emp3
2026-09-01;;237673064596;;;;172338632722.0;156827521620.0;151150009036.0;Emp3
2026-10-01;;101340536426;;;;159567141006.0;163060017679.0;155591538598.0;Emp3
2026-11-01;;214690222699;;;;184567941240.0;186272668404.0;153829821553.0;Emp3
2026-12-01;;201148138262;;;;172392965796.0;172365799259.0;150924204891.0;Emp3
2027-01-01;;142172272349;;;;186003544437.0;172785342722.0;152518330794.0;Emp3
2027-02-01;;148381926477;;;;163900779029.0;174234360135.0;153905150009.0;Emp3
2027-03-01;;103246147137;;;;131266781988.0;151829873892.0;154328697756.0;Emp3
2027-04-01;;85624493440;;;;112417522351.0;149210533394.0;156135275536.0;Emp3
2027-05-01;;75782620442;;;;88217753673.0;126059266351.0;156165967377.0;Emp3
2027-06-01;;152405336366;;;;104604150083.0;117935466035.0;145150632647.0;Emp3
2027-07-01;;172889886692;;;;133692614500.0;123055068426.0;147920205574.0;Emp3
2027-08-01;;154287330664;;;;159860851241.0;124039302457.0;149136831296.0;Emp3
2027-09-01;;202701707864;;;;176626308407.0;140615229245.0;146222551568.0;Emp3
2027-10-01;;81466590645;;;;146151876391.0;139922245446.0;144566389420.0;Emp3
2027-11-01;;254550682674;;;;179572993728.0;169716922484.0;147888094418.0;Emp3
2027-12-01;;252023824335;;;;196013699218.0;186320003812.0;152127734924.0;Emp3
2028-01-01;;149717511442;;;;218764006150.0;182457941271.0;152756504848.0;Emp3
2028-02-01;;157923433424;;;;186554923067.0;183063958397.0;153551630427.0;Emp3
2028-03-01;;122063514354;;;;143234819740.0;169624259479.0;155119744362.0;Emp3
2028-04-01;;91123918865;;;;123703622214.0;171233814182.0;155578029814.0;Emp3
2028-05-01;;98383008967;;;;103856814062.0;145205868564.0;157461395524.0;Emp3
2028-06-01;;281373869682;;;;156960265838.0;150097542789.0;168208773301.0;Emp3
2028-07-01;;169116112706;;;;182957663785.0;153330643000.0;167894292135.0;Emp3
2028-08-01;;165467722506;;;;205319234965.0;154588024513.0;168825991455.0;Emp3
2028-09-01;;253660815263;;;;196081550158.0;176520907998.0;173072583739.0;Emp3
